"student_id","nom","departement","Code_ue","intitulé_matière","enseignant","note"
614893,"Amah Amegah","Génie électrique","AI310","Machine Learning","Dr. M. Kpante",3.75
701318,"Elom Kpante","IA & Big Data","CI150","Calcul scientifique","Pr. D. Tchalla",15.66
447480,"Komi Amegah","SCOM","SC120","Théorie des Signaux","Pr. D. Tchalla",19.47
405878,"Koffi Lawson","Informatique et Systèmes","ME101","Mécanique générale","Dr. Y. Amegah",7.11
522792,"Senam Doe","Génie électrique","CS220","Programmation avancée","Dr. Y. Amegah",2.05
680172,"Eyram Tchalla","IA & Big Data","SC120","Théorie des Signaux","Pr. G. Komlan",16.35
826815,"Komi Mensah","Systèmes Réseaux","CI150","Calcul scientifique","Pr. L. Mensah",15.78
110177,"Akoua Mensah","Génie électrique","CI150","Calcul scientifique","Dr. M. Kpante",17.55
682279,"Akoua Amegah","Systèmes Réseaux","SC120","Théorie des Signaux","Pr. T. Lawson",6.01
873332,"Senam Kpante","Systèmes Réseaux","GL200","Conception logicielle","Pr. G. Komlan",12.76
447677,"Kossi Amegah","Génie Logiciel","GL200","Conception logicielle","Dr. Y. Amegah",12.37
741544,"Yao Agbeko","Génie électrique","AI310","Machine Learning","Dr. S. Amouzou",5.84
898677,"Akoua Mensah","Génie civil","AI310","Machine Learning","Pr. D. Tchalla",11.66
612544,"Kossi Amouzou","Informatique et Systèmes","GL200","Conception logicielle","Pr. D. Tchalla",1.86
608025,"Elom Kpante","Génie Logiciel","RS180","Réseaux avancés","Dr. Y. Amegah",3.76
962539,"Elom Lawson","Informatique et Systèmes","AI310","Machine Learning","Pr. G. Komlan",15.55
752626,"Koffi Agbeko","IA & Big Data","CS220","Programmation avancée","Dr. M. Kpante",18.55
764330,"Koffi Kpante","Génie civil","CI150","Calcul scientifique","Dr. S. Amouzou",0.88
797990,"Eyram Doe","Génie électrique","CS220","Programmation avancée","Dr. M. Kpante",11.51
290463,"Afi Tchalla","Génie civil","EL201","Électrotechnique","Dr. M. Kpante",15.43
186252,"Elom Doe","Génie civil","ME101","Mécanique générale","Dr. M. Kpante",15.65
466140,"Mawuli Amegah","Génie civil","AI310","Machine Learning","Dr. S. Amouzou",4.39
841993,"Komi Doe","Génie mécanique","SC120","Théorie des Signaux","Dr. S. Amouzou",5.8
144112,"Yao Komlan","IA & Big Data","GL200","Conception logicielle","Dr. M. Kpante",7.27
147550,"Komi Agbeko","Génie Logiciel","ME101","Mécanique générale","Pr. L. Mensah",13.31
721504,"Kossi Kouma","IA & Big Data","SC120","Théorie des Signaux","Pr. G. Komlan",1.75
265123,"Komi Agbeko","Génie mécanique","EL201","Électrotechnique","Dr. M. Kpante",13.0
385659,"Abla Doe","SCOM","EL201","Électrotechnique","Pr. L. Mensah",2.87
938283,"Kossi Lawson","IA & Big Data","CS220","Programmation avancée","Dr. Y. Amegah",19.48
744795,"Koffi Amouzou","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. M. Kpante",0.58
232665,"Akoua Agbeko","Génie électrique","GL200","Conception logicielle","Pr. L. Mensah",11.24
203576,"Koffi Agbeko","SCOM","ME101","Mécanique générale","Pr. D. Tchalla",14.41
996074,"Senam Komlan","Génie mécanique","SC120","Théorie des Signaux","Dr. Y. Amegah",0.02
508864,"Yao Doe","Génie mécanique","AI310","Machine Learning","Dr. K. Agbeko",2.11
909395,"Afi Doe","IA & Big Data","SC120","Théorie des Signaux","Dr. S. Amouzou",9.45
513135,"Afi Lawson","Génie électrique","CS220","Programmation avancée","Pr. D. Tchalla",14.47
337731,"Kossi Amegah","Génie Logiciel","ME101","Mécanique générale","Dr. K. Agbeko",15.85
314607,"Mawuli Doe","Informatique et Systèmes","GL200","Conception logicielle","Pr. G. Komlan",5.25
980847,"Komi Komlan","Génie mécanique","CI150","Calcul scientifique","Pr. L. Mensah",17.29
217503,"Mawuli Agbeko","Génie Logiciel","SC120","Théorie des Signaux","Pr. T. Lawson",2.62
389986,"Eyram Doe","Génie mécanique","GL200","Conception logicielle","Pr. L. Mensah",9.2
181187,"Kossi Tchalla","SCOM","CI150","Calcul scientifique","Pr. G. Komlan",18.21
433582,"Amah Mensah","Génie mécanique","CS220","Programmation avancée","Dr. M. Kpante",11.91
682423,"Senam Komlan","Informatique et Systèmes","EL201","Électrotechnique","Dr. K. Agbeko",11.31
664035,"Amah Komlan","SCOM","EL201","Électrotechnique","Pr. G. Komlan",15.67
334823,"Mawuli Kouma","Informatique et Systèmes","ME101","Mécanique générale","Dr. Y. Amegah",14.65
212536,"Komi Komlan","Informatique et Systèmes","RS180","Réseaux avancés","Dr. Y. Amegah",0.66
629802,"Eyram Tchalla","SCOM","EL201","Électrotechnique","Dr. S. Amouzou",8.33
257134,"Koffi Amouzou","SCOM","SC120","Théorie des Signaux","Pr. D. Tchalla",3.74
697326,"Amah Kpante","Systèmes Réseaux","GL200","Conception logicielle","Dr. S. Amouzou",19.47
317071,"Eyram Kpante","SCOM","SC120","Théorie des Signaux","Dr. S. Amouzou",4.3
376432,"Akoua Kouma","Systèmes Réseaux","RS180","Réseaux avancés","Pr. G. Komlan",6.88
658783,"Afi Kouma","Systèmes Réseaux","RS180","Réseaux avancés","Dr. K. Agbeko",15.24
848460,"Afi Komlan","IA & Big Data","SC120","Théorie des Signaux","Pr. D. Tchalla",9.05
944840,"Elom Amegah","IA & Big Data","ME101","Mécanique générale","Dr. K. Agbeko",15.89
231397,"Amah Lawson","SCOM","ME101","Mécanique générale","Dr. M. Kpante",16.86
716165,"Eyram Mensah","Génie mécanique","EL201","Électrotechnique","Dr. K. Agbeko",12.12
182952,"Amah Tchalla","Génie civil","AI310","Machine Learning","Dr. M. Kpante",11.89
485066,"Abla Amouzou","Génie Logiciel","AI310","Machine Learning","Pr. T. Lawson",19.02
353227,"Amah Tchalla","Génie électrique","AI310","Machine Learning","Dr. S. Amouzou",17.28
622736,"Akoua Tchalla","Systèmes Réseaux","CI150","Calcul scientifique","Dr. K. Agbeko",8.87
957146,"Eyram Tchalla","Génie mécanique","AI310","Machine Learning","Dr. M. Kpante",10.99
486290,"Abla Kpante","Génie Logiciel","AI310","Machine Learning","Dr. K. Agbeko",7.15
758968,"Komi Amegah","Génie électrique","GL200","Conception logicielle","Dr. M. Kpante",2.69
561656,"Mawuli Kpante","Génie Logiciel","CI150","Calcul scientifique","Dr. K. Agbeko",11.29
650853,"Yao Kouma","SCOM","CS220","Programmation avancée","Pr. L. Mensah",6.58
557129,"Akoua Mensah","Systèmes Réseaux","EL201","Électrotechnique","Dr. Y. Amegah",7.42
990134,"Senam Doe","Génie Logiciel","RS180","Réseaux avancés","Dr. K. Agbeko",6.48
685348,"Afi Tchalla","IA & Big Data","CI150","Calcul scientifique","Pr. T. Lawson",3.11
499318,"Akoua Mensah","Informatique et Systèmes","GL200","Conception logicielle","Dr. M. Kpante",17.78
862126,"Mawuli Komlan","Génie civil","EL201","Électrotechnique","Dr. K. Agbeko",16.12
143306,"Kossi Agbeko","Informatique et Systèmes","AI310","Machine Learning","Dr. K. Agbeko",16.4
473634,"Elom Amouzou","SCOM","CI150","Calcul scientifique","Dr. M. Kpante",2.54
198359,"Afi Tchalla","Informatique et Systèmes","AI310","Machine Learning","Pr. L. Mensah",17.22
210087,"Yao Agbeko","Informatique et Systèmes","SC120","Théorie des Signaux","Pr. G. Komlan",16.68
253361,"Komi Komlan","Informatique et Systèmes","CS220","Programmation avancée","Pr. G. Komlan",19.48
401636,"Afi Kouma","SCOM","ME101","Mécanique générale","Pr. D. Tchalla",16.67
408173,"Amah Tchalla","Systèmes Réseaux","RS180","Réseaux avancés","Dr. S. Amouzou",15.64
532295,"Amah Kpante","Informatique et Systèmes","EL201","Électrotechnique","Pr. T. Lawson",2.64
308945,"Koffi Agbeko","Génie mécanique","GL200","Conception logicielle","Dr. Y. Amegah",12.75
291694,"Amah Mensah","Systèmes Réseaux","RS180","Réseaux avancés","Pr. D. Tchalla",15.65
989143,"Elom Amegah","SCOM","ME101","Mécanique générale","Dr. S. Amouzou",11.01
340168,"Elom Kouma","Génie électrique","CS220","Programmation avancée","Dr. Y. Amegah",7.71
889397,"Amah Kpante","Génie Logiciel","CI150","Calcul scientifique","Dr. S. Amouzou",13.35
803836,"Amah Lawson","Informatique et Systèmes","RS180","Réseaux avancés","Pr. G. Komlan",6.08
787638,"Akoua Amegah","SCOM","CI150","Calcul scientifique","Pr. G. Komlan",14.62
695804,"Mawuli Tchalla","Systèmes Réseaux","CI150","Calcul scientifique","Pr. D. Tchalla",1.64
192305,"Koffi Amouzou","Génie mécanique","EL201","Électrotechnique","Pr. L. Mensah",7.14
341064,"Afi Doe","IA & Big Data","GL200","Conception logicielle","Pr. L. Mensah",6.97
186819,"Elom Kpante","Génie civil","CS220","Programmation avancée","Dr. M. Kpante",16.62
993658,"Kossi Agbeko","Génie Logiciel","RS180","Réseaux avancés","Dr. S. Amouzou",13.17
627868,"Senam Agbeko","Génie Logiciel","SC120","Théorie des Signaux","Dr. M. Kpante",14.8
599530,"Senam Tchalla","Informatique et Systèmes","AI310","Machine Learning","Dr. M. Kpante",3.1
983621,"Elom Amouzou","Génie électrique","EL201","Électrotechnique","Dr. Y. Amegah",5.7
249829,"Komi Amegah","SCOM","AI310","Machine Learning","Dr. K. Agbeko",2.59
742407,"Elom Tchalla","Génie mécanique","ME101","Mécanique générale","Pr. G. Komlan",1.21
789467,"Komi Mensah","Systèmes Réseaux","EL201","Électrotechnique","Pr. T. Lawson",13.32
860612,"Abla Mensah","IA & Big Data","GL200","Conception logicielle","Dr. Y. Amegah",9.72
341338,"Elom Kouma","Systèmes Réseaux","ME101","Mécanique générale","Dr. S. Amouzou",12.03
570586,"Kossi Amegah","Génie électrique","SC120","Théorie des Signaux","Pr. D. Tchalla",9.22
510693,"Koffi Amegah","SCOM","CI150","Calcul scientifique","Dr. S. Amouzou",8.96
822457,"Eyram Mensah","Génie mécanique","RS180","Réseaux avancés","Dr. Y. Amegah",11.18
314274,"Koffi Doe","Génie mécanique","ME101","Mécanique générale","Dr. K. Agbeko",0.06
173841,"Komi Agbeko","Génie Logiciel","AI310","Machine Learning","Dr. S. Amouzou",4.47
925573,"Afi Lawson","Systèmes Réseaux","AI310","Machine Learning","Dr. Y. Amegah",7.76
774163,"Koffi Amouzou","Génie Logiciel","RS180","Réseaux avancés","Pr. T. Lawson",10.9
548799,"Komi Mensah","Génie mécanique","AI310","Machine Learning","Pr. G. Komlan",13.45
181616,"Elom Agbeko","Systèmes Réseaux","AI310","Machine Learning","Dr. Y. Amegah",10.15
977742,"Yao Amouzou","Informatique et Systèmes","ME101","Mécanique générale","Pr. L. Mensah",0.95
240533,"Senam Mensah","Génie électrique","RS180","Réseaux avancés","Dr. S. Amouzou",13.12
645960,"Mawuli Kouma","Génie mécanique","GL200","Conception logicielle","Pr. D. Tchalla",16.08
217311,"Komi Lawson","IA & Big Data","ME101","Mécanique générale","Dr. K. Agbeko",2.25
133349,"Elom Komlan","Génie électrique","CI150","Calcul scientifique","Pr. D. Tchalla",19.0
190646,"Elom Mensah","Informatique et Systèmes","CS220","Programmation avancée","Dr. S. Amouzou",1.99
307083,"Mawuli Mensah","Systèmes Réseaux","SC120","Théorie des Signaux","Dr. S. Amouzou",4.89
446308,"Mawuli Mensah","Informatique et Systèmes","EL201","Électrotechnique","Pr. D. Tchalla",0.19
754692,"Abla Agbeko","IA & Big Data","EL201","Électrotechnique","Dr. Y. Amegah",4.83
180188,"Elom Doe","Génie Logiciel","ME101","Mécanique générale","Dr. M. Kpante",0.33
231586,"Abla Kouma","Génie mécanique","CI150","Calcul scientifique","Dr. K. Agbeko",15.3
269226,"Abla Komlan","Génie mécanique","CI150","Calcul scientifique","Pr. T. Lawson",12.58
135680,"Mawuli Amegah","Informatique et Systèmes","AI310","Machine Learning","Dr. K. Agbeko",18.33
273500,"Abla Kpante","Génie civil","GL200","Conception logicielle","Pr. L. Mensah",16.49
207039,"Amah Doe","SCOM","ME101","Mécanique générale","Pr. T. Lawson",14.41
280281,"Senam Tchalla","Génie mécanique","CI150","Calcul scientifique","Pr. T. Lawson",19.26
308871,"Elom Mensah","SCOM","ME101","Mécanique générale","Pr. T. Lawson",4.32
714931,"Akoua Amegah","Génie Logiciel","SC120","Théorie des Signaux","Pr. T. Lawson",16.95
346664,"Eyram Doe","SCOM","GL200","Conception logicielle","Pr. T. Lawson",17.13
598557,"Elom Agbeko","Systèmes Réseaux","RS180","Réseaux avancés","Pr. G. Komlan",15.03
820963,"Kossi Komlan","Génie civil","RS180","Réseaux avancés","Pr. L. Mensah",9.11
871979,"Amah Lawson","Systèmes Réseaux","CI150","Calcul scientifique","Pr. T. Lawson",17.3
510787,"Kossi Kpante","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. S. Amouzou",12.22
292462,"Mawuli Amouzou","Systèmes Réseaux","CI150","Calcul scientifique","Dr. K. Agbeko",15.35
561866,"Yao Kpante","IA & Big Data","EL201","Électrotechnique","Pr. T. Lawson",6.91
677813,"Elom Amouzou","Génie Logiciel","SC120","Théorie des Signaux","Dr. S. Amouzou",8.91
694623,"Yao Amouzou","Génie mécanique","CS220","Programmation avancée","Pr. L. Mensah",1.47
937217,"Eyram Mensah","Génie civil","RS180","Réseaux avancés","Pr. G. Komlan",2.85
172987,"Eyram Mensah","Génie mécanique","RS180","Réseaux avancés","Dr. K. Agbeko",7.45
121121,"Koffi Doe","Systèmes Réseaux","CS220","Programmation avancée","Pr. T. Lawson",5.74
352702,"Afi Kouma","Systèmes Réseaux","EL201","Électrotechnique","Pr. D. Tchalla",19.17
536850,"Eyram Amouzou","IA & Big Data","SC120","Théorie des Signaux","Dr. Y. Amegah",13.61
990420,"Akoua Amegah","Systèmes Réseaux","EL201","Électrotechnique","Pr. D. Tchalla",4.26
957593,"Mawuli Agbeko","Génie civil","RS180","Réseaux avancés","Pr. G. Komlan",10.72
363967,"Senam Mensah","Informatique et Systèmes","RS180","Réseaux avancés","Dr. K. Agbeko",7.65
679394,"Akoua Lawson","Génie Logiciel","GL200","Conception logicielle","Dr. K. Agbeko",3.06
474680,"Kossi Lawson","Génie civil","EL201","Électrotechnique","Dr. M. Kpante",9.44
261940,"Kossi Kpante","Génie Logiciel","RS180","Réseaux avancés","Pr. T. Lawson",4.35
347847,"Afi Doe","Génie civil","SC120","Théorie des Signaux","Dr. Y. Amegah",17.85
784505,"Abla Komlan","Génie mécanique","SC120","Théorie des Signaux","Dr. M. Kpante",8.97
165917,"Yao Kpante","Génie électrique","GL200","Conception logicielle","Pr. D. Tchalla",2.5
935737,"Abla Amegah","Génie mécanique","ME101","Mécanique générale","Pr. D. Tchalla",8.75
601257,"Akoua Kpante","Génie mécanique","GL200","Conception logicielle","Dr. M. Kpante",17.85
793825,"Yao Doe","Génie civil","CS220","Programmation avancée","Pr. T. Lawson",4.8
686187,"Koffi Doe","Informatique et Systèmes","CI150","Calcul scientifique","Pr. G. Komlan",16.49
345780,"Senam Amegah","Génie civil","EL201","Électrotechnique","Pr. L. Mensah",17.92
784020,"Amah Mensah","SCOM","CI150","Calcul scientifique","Dr. S. Amouzou",6.39
991675,"Kossi Kpante","Génie électrique","ME101","Mécanique générale","Dr. K. Agbeko",6.18
713000,"Elom Mensah","Génie civil","SC120","Théorie des Signaux","Pr. T. Lawson",4.9
733915,"Kossi Kpante","Génie civil","ME101","Mécanique générale","Pr. D. Tchalla",1.24
162549,"Elom Tchalla","Génie civil","CS220","Programmation avancée","Pr. T. Lawson",4.07
232591,"Amah Tchalla","IA & Big Data","ME101","Mécanique générale","Dr. S. Amouzou",9.28
838222,"Senam Mensah","Génie électrique","SC120","Théorie des Signaux","Dr. K. Agbeko",6.09
877978,"Kossi Agbeko","IA & Big Data","EL201","Électrotechnique","Pr. G. Komlan",13.32
204749,"Senam Amegah","Génie électrique","AI310","Machine Learning","Pr. L. Mensah",7.61
381273,"Eyram Amegah","Génie Logiciel","AI310","Machine Learning","Pr. L. Mensah",11.33
125366,"Akoua Doe","Informatique et Systèmes","ME101","Mécanique générale","Dr. K. Agbeko",1.05
137802,"Mawuli Kouma","Génie Logiciel","CS220","Programmation avancée","Dr. M. Kpante",11.84
913774,"Elom Agbeko","Génie électrique","AI310","Machine Learning","Pr. D. Tchalla",8.75
831209,"Akoua Amegah","SCOM","AI310","Machine Learning","Pr. D. Tchalla",8.9
662497,"Mawuli Amegah","Génie Logiciel","AI310","Machine Learning","Pr. L. Mensah",11.28
782205,"Akoua Komlan","IA & Big Data","CS220","Programmation avancée","Pr. D. Tchalla",13.44
305509,"Senam Amouzou","SCOM","ME101","Mécanique générale","Pr. L. Mensah",5.63
573165,"Koffi Amegah","Informatique et Systèmes","SC120","Théorie des Signaux","Dr. S. Amouzou",17.93
673721,"Abla Mensah","SCOM","SC120","Théorie des Signaux","Dr. M. Kpante",13.04
360470,"Abla Amegah","Génie électrique","CI150","Calcul scientifique","Pr. G. Komlan",12.66
472845,"Mawuli Amegah","Systèmes Réseaux","RS180","Réseaux avancés","Dr. S. Amouzou",1.46
753701,"Akoua Doe","Génie mécanique","AI310","Machine Learning","Pr. D. Tchalla",10.54
399596,"Yao Agbeko","SCOM","CI150","Calcul scientifique","Pr. T. Lawson",5.95
269075,"Koffi Amegah","Génie mécanique","AI310","Machine Learning","Dr. M. Kpante",6.63
702486,"Abla Lawson","Génie mécanique","CI150","Calcul scientifique","Pr. L. Mensah",13.85
590807,"Eyram Mensah","Génie mécanique","EL201","Électrotechnique","Dr. S. Amouzou",5.94
239764,"Elom Amouzou","Génie civil","SC120","Théorie des Signaux","Pr. D. Tchalla",3.55
805227,"Akoua Doe","IA & Big Data","SC120","Théorie des Signaux","Pr. L. Mensah",11.78
215919,"Akoua Agbeko","Génie mécanique","CI150","Calcul scientifique","Dr. S. Amouzou",3.91
201175,"Yao Lawson","Génie civil","GL200","Conception logicielle","Pr. T. Lawson",8.67
531913,"Amah Mensah","Génie mécanique","AI310","Machine Learning","Pr. G. Komlan",8.1
309929,"Yao Doe","Génie mécanique","CI150","Calcul scientifique","Pr. L. Mensah",6.22
258902,"Yao Kouma","Génie Logiciel","SC120","Théorie des Signaux","Pr. G. Komlan",13.24
840455,"Abla Komlan","SCOM","CS220","Programmation avancée","Pr. L. Mensah",3.25
198573,"Yao Kouma","Génie civil","ME101","Mécanique générale","Pr. G. Komlan",0.05
405741,"Abla Amegah","Génie électrique","SC120","Théorie des Signaux","Pr. L. Mensah",10.34
858736,"Senam Lawson","Génie Logiciel","SC120","Théorie des Signaux","Dr. S. Amouzou",9.76
456959,"Amah Lawson","Génie civil","CS220","Programmation avancée","Pr. G. Komlan",4.96
818221,"Afi Kpante","Génie électrique","AI310","Machine Learning","Pr. G. Komlan",15.99
764462,"Elom Komlan","Génie civil","ME101","Mécanique générale","Dr. Y. Amegah",19.75
901100,"Mawuli Amegah","SCOM","RS180","Réseaux avancés","Dr. S. Amouzou",11.36
804474,"Eyram Doe","Génie mécanique","GL200","Conception logicielle","Pr. D. Tchalla",0.77
317862,"Amah Tchalla","Génie Logiciel","CI150","Calcul scientifique","Pr. T. Lawson",13.22
886713,"Yao Agbeko","Systèmes Réseaux","EL201","Électrotechnique","Dr. M. Kpante",12.65
331429,"Koffi Tchalla","Génie électrique","ME101","Mécanique générale","Dr. Y. Amegah",4.34
124363,"Komi Agbeko","Systèmes Réseaux","RS180","Réseaux avancés","Dr. K. Agbeko",10.69
139940,"Senam Mensah","Informatique et Systèmes","AI310","Machine Learning","Pr. G. Komlan",8.91
870915,"Yao Komlan","Génie Logiciel","AI310","Machine Learning","Dr. K. Agbeko",9.9
267302,"Koffi Tchalla","IA & Big Data","CI150","Calcul scientifique","Pr. G. Komlan",17.62
398586,"Elom Doe","Systèmes Réseaux","CI150","Calcul scientifique","Pr. T. Lawson",0.85
914129,"Akoua Amouzou","Génie mécanique","GL200","Conception logicielle","Pr. G. Komlan",0.4
597506,"Abla Doe","Génie électrique","GL200","Conception logicielle","Pr. L. Mensah",6.72
588385,"Mawuli Tchalla","Systèmes Réseaux","GL200","Conception logicielle","Dr. Y. Amegah",0.5
407340,"Eyram Mensah","Génie Logiciel","RS180","Réseaux avancés","Pr. L. Mensah",13.38
265864,"Abla Komlan","Systèmes Réseaux","RS180","Réseaux avancés","Pr. T. Lawson",10.06
861383,"Afi Komlan","Informatique et Systèmes","CI150","Calcul scientifique","Pr. L. Mensah",16.99
710369,"Komi Tchalla","Systèmes Réseaux","GL200","Conception logicielle","Dr. S. Amouzou",18.47
333178,"Mawuli Doe","IA & Big Data","CS220","Programmation avancée","Pr. T. Lawson",6.33
505766,"Senam Agbeko","Génie électrique","EL201","Électrotechnique","Dr. M. Kpante",7.43
317685,"Mawuli Mensah","Systèmes Réseaux","CS220","Programmation avancée","Pr. T. Lawson",18.7
936428,"Komi Kouma","SCOM","ME101","Mécanique générale","Dr. Y. Amegah",10.8
348700,"Yao Amouzou","IA & Big Data","CI150","Calcul scientifique","Pr. L. Mensah",8.22
167338,"Koffi Doe","Génie civil","RS180","Réseaux avancés","Dr. K. Agbeko",11.98
139178,"Amah Amouzou","Génie civil","EL201","Électrotechnique","Dr. Y. Amegah",6.24
854905,"Afi Amouzou","Systèmes Réseaux","SC120","Théorie des Signaux","Dr. K. Agbeko",10.47
187091,"Abla Amouzou","SCOM","GL200","Conception logicielle","Pr. D. Tchalla",6.81
583709,"Yao Komlan","Génie mécanique","EL201","Électrotechnique","Dr. S. Amouzou",2.17
244429,"Yao Amouzou","Génie civil","AI310","Machine Learning","Pr. T. Lawson",17.26
817469,"Eyram Komlan","IA & Big Data","GL200","Conception logicielle","Dr. Y. Amegah",12.13
162473,"Koffi Tchalla","Génie électrique","CS220","Programmation avancée","Dr. S. Amouzou",1.0
432115,"Kossi Doe","IA & Big Data","AI310","Machine Learning","Pr. T. Lawson",5.01
210903,"Senam Amouzou","IA & Big Data","GL200","Conception logicielle","Pr. G. Komlan",2.89
391554,"Amah Doe","Génie mécanique","RS180","Réseaux avancés","Pr. T. Lawson",0.31
397486,"Amah Agbeko","Génie civil","CI150","Calcul scientifique","Dr. Y. Amegah",14.93
583677,"Afi Kouma","Systèmes Réseaux","EL201","Électrotechnique","Dr. S. Amouzou",11.44
850101,"Afi Agbeko","Génie Logiciel","EL201","Électrotechnique","Dr. S. Amouzou",13.6
759945,"Koffi Lawson","Informatique et Systèmes","CS220","Programmation avancée","Pr. T. Lawson",7.12
764710,"Akoua Agbeko","SCOM","CI150","Calcul scientifique","Pr. D. Tchalla",7.7
100658,"Elom Doe","IA & Big Data","GL200","Conception logicielle","Pr. D. Tchalla",13.86
140629,"Eyram Amegah","Informatique et Systèmes","SC120","Théorie des Signaux","Pr. D. Tchalla",7.3
360655,"Koffi Kouma","Génie mécanique","CS220","Programmation avancée","Pr. G. Komlan",3.9
266605,"Yao Komlan","IA & Big Data","RS180","Réseaux avancés","Dr. M. Kpante",3.97
228941,"Elom Agbeko","IA & Big Data","SC120","Théorie des Signaux","Pr. L. Mensah",5.25
953183,"Afi Agbeko","Génie électrique","EL201","Électrotechnique","Pr. G. Komlan",7.53
975866,"Senam Doe","Génie électrique","SC120","Théorie des Signaux","Pr. D. Tchalla",4.92
775336,"Yao Agbeko","SCOM","RS180","Réseaux avancés","Dr. S. Amouzou",19.57
540619,"Senam Kouma","Génie électrique","EL201","Électrotechnique","Dr. S. Amouzou",15.47
778880,"Elom Doe","Génie civil","ME101","Mécanique générale","Pr. D. Tchalla",14.94
125762,"Afi Tchalla","Informatique et Systèmes","EL201","Électrotechnique","Dr. M. Kpante",3.76
710091,"Akoua Lawson","Génie mécanique","CS220","Programmation avancée","Pr. D. Tchalla",1.91
713034,"Komi Kouma","Génie Logiciel","CI150","Calcul scientifique","Pr. T. Lawson",4.47
385209,"Afi Tchalla","SCOM","GL200","Conception logicielle","Pr. T. Lawson",15.79
433132,"Kossi Doe","Informatique et Systèmes","AI310","Machine Learning","Dr. S. Amouzou",13.74
119126,"Kossi Tchalla","Génie Logiciel","ME101","Mécanique générale","Pr. G. Komlan",19.92
375645,"Amah Komlan","IA & Big Data","AI310","Machine Learning","Pr. G. Komlan",10.72
531895,"Komi Lawson","Génie électrique","CS220","Programmation avancée","Dr. Y. Amegah",3.18
437102,"Abla Agbeko","Génie électrique","ME101","Mécanique générale","Pr. G. Komlan",6.86
518364,"Mawuli Agbeko","IA & Big Data","CI150","Calcul scientifique","Dr. S. Amouzou",9.54
213055,"Afi Amouzou","Génie électrique","EL201","Électrotechnique","Dr. M. Kpante",6.87
746168,"Afi Lawson","Génie Logiciel","SC120","Théorie des Signaux","Pr. L. Mensah",17.12
991291,"Kossi Lawson","Génie électrique","CI150","Calcul scientifique","Pr. T. Lawson",19.24
553145,"Koffi Agbeko","SCOM","RS180","Réseaux avancés","Dr. Y. Amegah",9.57
916057,"Elom Tchalla","Génie mécanique","SC120","Théorie des Signaux","Pr. L. Mensah",11.94
316416,"Afi Amouzou","SCOM","GL200","Conception logicielle","Dr. S. Amouzou",3.67
241407,"Kossi Amegah","Systèmes Réseaux","ME101","Mécanique générale","Dr. S. Amouzou",8.15
353466,"Komi Komlan","Génie civil","AI310","Machine Learning","Pr. G. Komlan",11.69
993261,"Kossi Tchalla","IA & Big Data","ME101","Mécanique générale","Pr. T. Lawson",17.38
895937,"Senam Komlan","Génie Logiciel","CI150","Calcul scientifique","Dr. S. Amouzou",1.78
657524,"Kossi Mensah","Informatique et Systèmes","ME101","Mécanique générale","Dr. M. Kpante",6.09
183892,"Amah Amegah","Génie mécanique","SC120","Théorie des Signaux","Dr. S. Amouzou",5.68
472229,"Akoua Lawson","Génie Logiciel","RS180","Réseaux avancés","Dr. S. Amouzou",1.13
230870,"Amah Amegah","SCOM","CI150","Calcul scientifique","Dr. M. Kpante",1.81
400587,"Yao Tchalla","Génie électrique","GL200","Conception logicielle","Pr. L. Mensah",11.69
321746,"Komi Kouma","Génie électrique","CS220","Programmation avancée","Pr. G. Komlan",19.28
458951,"Amah Kouma","Génie Logiciel","EL201","Électrotechnique","Pr. T. Lawson",4.6
719507,"Akoua Agbeko","Génie mécanique","CS220","Programmation avancée","Dr. Y. Amegah",17.44
553425,"Afi Amegah","SCOM","RS180","Réseaux avancés","Pr. L. Mensah",11.38
961187,"Eyram Amouzou","Informatique et Systèmes","RS180","Réseaux avancés","Dr. M. Kpante",12.91
736924,"Mawuli Mensah","Génie électrique","EL201","Électrotechnique","Pr. T. Lawson",0.57
125667,"Mawuli Agbeko","Génie Logiciel","CS220","Programmation avancée","Pr. D. Tchalla",8.85
412907,"Abla Mensah","Génie mécanique","RS180","Réseaux avancés","Pr. T. Lawson",16.44
253795,"Komi Mensah","Génie civil","CI150","Calcul scientifique","Dr. S. Amouzou",2.94
984795,"Komi Kouma","Génie Logiciel","CI150","Calcul scientifique","Pr. L. Mensah",5.49
872106,"Eyram Mensah","Génie électrique","ME101","Mécanique générale","Dr. S. Amouzou",2.52
883465,"Komi Komlan","Génie Logiciel","SC120","Théorie des Signaux","Pr. D. Tchalla",13.52
638278,"Senam Tchalla","Génie mécanique","GL200","Conception logicielle","Dr. Y. Amegah",17.29
351315,"Mawuli Kpante","SCOM","RS180","Réseaux avancés","Pr. G. Komlan",12.02
786603,"Eyram Amouzou","Systèmes Réseaux","CS220","Programmation avancée","Pr. D. Tchalla",14.94
402887,"Amah Tchalla","Génie civil","EL201","Électrotechnique","Dr. Y. Amegah",16.71
773133,"Elom Kouma","Informatique et Systèmes","EL201","Électrotechnique","Dr. M. Kpante",2.24
524112,"Akoua Doe","Génie mécanique","RS180","Réseaux avancés","Pr. T. Lawson",14.61
103649,"Kossi Amegah","SCOM","CI150","Calcul scientifique","Dr. M. Kpante",14.26
